1.728795,0.112725
0.188405,0.479524
-1.703818,0.708624
1.747009,-0.894487
-0.876078,0.185039
-0.859322,0.616283
-2.205457,-0.556002
0.792494,-0.421710
-1.929850,0.529303
0.336898,0.176414
-3.930718,0.102619
-1.488604,0.594737
-1.104613,-0.280867
-1.639452,0.014405
2.218284,-0.258064
-1.229892,0.673396
-0.509271,0.521879
-0.539659,-0.415766
-3.343988,0.891370
-3.752091,0.142756
1.150012,-0.261101
-1.732266,1.202011
-4.233045,0.719818
-1.928931,-0.163871
0.425459,0.041457
0.955835,-0.018777
0.201315,0.440210
0.594867,-0.272271
1.140297,-0.466236
-3.248991,0.426976
1.286886,-0.794799
1.363722,-0.630612
0.029309,0.230538
-2.603082,0.212389
-2.569174,0.097720
1.624426,-0.449323
1.677096,0.154239
2.840642,-0.556179
-1.979504,0.263948
-2.366459,-0.068504
-0.932517,0.349511
-0.731887,0.709842
2.236666,-0.175966
-0.931230,0.996189
-3.121599,0.636585
-0.566206,0.413833
-2.645883,1.422138
-0.392476,0.763357
0.838078,0.261060
1.484636,-0.131521
-0.286064,-0.106961
-4.323887,0.050833
-1.288452,0.489877
2.879179,-0.126250
-1.693833,1.487115
0.114679,0.007140
1.286816,-0.655057
-1.340862,0.871798
-0.006284,-0.260389
0.705863,-0.423341
2.359005,-0.489152
-1.371804,0.297039
3.353579,-1.379547
-0.510618,0.236993
-1.295097,0.504857
-0.364428,0.236054
1.703601,-0.110159
-0.613100,0.771064
-0.881058,0.256516
-1.222944,0.615112
-0.970414,1.149550
2.394039,-0.014523
2.789575,-0.276054
0.330735,-1.014699
-1.019934,-0.562102
2.755433,-1.219853
2.597035,-0.566597
-0.260234,-0.379735
1.480497,-1.878196
2.664035,-1.244355
-0.556141,-0.215331
-0.655986,-0.402847
-0.025054,0.127938
1.806357,-0.262994
-2.224927,0.818665
-1.678422,0.420357
0.071069,0.555091
-2.493058,1.738211
1.769010,-0.339837
5.076668,-0.407564
2.633590,-1.741521
2.884426,-2.360820
2.933839,-2.096678
-2.214104,-0.405185
-0.921872,-0.071742
-0.040592,0.865986
-0.091996,1.060385
-1.088973,1.029578
1.834069,-0.513674
-0.038837,0.322131
1.549260,-1.468871
-1.188107,0.057461
3.640553,-1.276841
1.049437,-0.702938
1.371876,-1.757393
-1.802608,-0.662373
4.272046,-1.639566
0.640252,-0.279513
-3.168237,0.149050
-1.005028,0.353921
1.475853,0.308722
-1.050784,1.272359
-3.064230,0.688242
-0.307573,1.394716
-1.293464,1.999444
-2.682900,2.062957
0.543068,1.019065
0.679082,0.408717
3.349160,-1.502817
0.671271,-1.755807
-1.101112,-0.849888
-0.573014,0.003942
-1.629582,1.864219
0.107016,1.114035
-0.855683,1.703353
0.927720,-0.208299
0.833177,-0.401181
0.383268,-1.337006
-2.568656,-0.135248
-2.013417,0.951529
0.083572,1.607039
-1.514552,2.372254
4.557743,-0.317713
-3.600828,1.428302
0.352597,-0.749707
-0.527589,1.229198
-1.667776,1.161488
0.441534,0.620137
-1.764459,1.931081
1.713019,-0.682198
-1.851379,1.365505
-1.828141,0.700104
-2.655257,2.598557
3.223455,0.843330
-1.123655,1.690989
0.552082,-1.091404
-0.455305,0.928405
0.368367,-0.530832
0.165659,0.011553
0.904071,-1.256970
0.202822,-1.015579
-0.731521,-0.480789
-0.182069,0.224411
1.478914,-0.128256
1.880657,-1.363977
-0.057922,-1.707795
-1.857421,-0.419390
1.490077,-0.420418
4.976196,-0.543502
1.383850,-2.776058
-1.883420,-1.215960
0.769994,-1.428129
-0.557774,1.190544
-1.965887,0.775940
3.241503,0.213969
-6.103650,1.759196
-0.096907,-0.311440
0.636405,0.681821
-1.271028,0.844340
-2.057471,0.970363
3.282761,0.714237
0.038990,0.685335
-4.094537,-0.074828
-2.258609,1.780079
-4.711172,3.382622
-1.122498,3.317341
-0.175945,2.578918
2.147554,0.417817
-0.623818,0.202142
-2.957548,0.357688
-0.087957,1.597172
-1.599737,2.602240
-1.730316,2.134650
-0.238014,2.479705
-0.429659,2.238675
0.014630,0.788761
-2.078945,1.730711
1.665672,-0.143487
-1.493390,1.636994
0.698551,-1.164655
0.968026,-0.187822
-2.015718,-0.329028
2.006938,-1.467495
-5.352178,1.702000
0.033645,-0.475617
-2.886491,2.553522
0.213004,0.718084
-1.046943,2.245538
1.937162,-0.642327
-1.351523,1.337979
-2.173023,0.655498
1.585835,1.200978
3.215933,-0.360844
-2.772400,-1.177559
1.717312,-1.805929
0.415149,0.177873
2.097729,-2.972201
-1.568142,-0.605630
-0.652293,0.140059
-0.830731,2.830043
-0.681570,2.387563
1.130032,0.816602
0.883658,-0.565010
-0.218415,-1.751799
0.861097,-1.815850
1.386081,-1.498110
-1.095178,-1.056006
1.889472,-1.769823
-1.585113,1.340622
0.560336,-1.178412
-3.285949,2.099786
0.629491,-0.463145
2.060572,-0.204361
3.503403,-3.178175
-0.503217,-2.097693
3.638427,-2.429328
2.468798,-1.580293
-4.679223,-1.531200
-0.077250,-0.301275
0.014586,1.744232
-1.130057,1.098061
2.216515,-0.295525
1.040948,-0.760258
-0.995342,-1.555602
-0.355795,-0.083557
2.182033,0.500070
2.319463,-1.641737
1.350009,-3.915386
4.583511,-3.851638
-2.797691,-1.388782
-3.065640,0.812511
0.806023,2.103072
-0.933018,1.786338
0.856544,-1.136987
-2.781029,1.639135
-1.227732,0.958776
-1.991061,3.805365
-2.212094,3.630116
0.690312,1.999688
3.276811,-0.518852
-1.101825,-1.343559
3.329213,-1.934927
-0.096075,0.340106
1.324016,-2.698685
-0.593977,-0.176180
3.321378,-2.066687
0.114263,-0.335415
-4.454835,-0.610830
2.490398,-0.088069
-2.317255,1.668447
1.734794,-1.650997
-1.602631,1.744494
-0.527220,-0.129943
1.502117,1.192705
3.590456,-1.798041
1.968702,-4.189880
0.093338,-3.046974
0.646887,-2.412039
1.044884,-1.756206
-1.577055,-0.880003
1.468141,-1.210555
0.160831,0.377782
-1.087976,-0.896860
0.632514,0.146251
-2.817420,1.909702
0.373628,-0.186348
-4.524867,2.624270
1.000751,-0.352436
-0.449652,1.364988
-2.910949,0.340402
-0.031007,2.228942
-0.875592,2.595854
1.814299,-0.233070
2.568267,-1.257328
-1.460182,-2.083348
-2.945337,0.570975
-3.188708,4.526915
0.995173,1.966914
1.482099,-0.536493
-0.710078,-2.138547
-1.621149,0.509266
0.476424,1.941688
3.010146,-0.316100
-2.379122,-1.250871
-0.389647,0.053064
1.249574,1.395333
-2.556134,0.589405
0.200519,-0.312691
-0.684363,2.430705
-0.004029,0.308860
-0.996812,2.039529
2.099510,-0.126521
-3.341117,1.167147
-4.028741,0.551901
1.973232,2.273510
-0.120965,0.242008
2.385882,-2.977746
5.371161,-2.105135
1.707467,-4.538293
2.011097,-4.239805
-0.001963,-2.710452
-1.120917,-0.520864
-0.382792,1.783536
-0.097826,2.171102
1.200921,-0.423651
-3.989283,0.141672
-1.930267,0.885532
-1.886398,4.582832
-0.401341,3.408548
1.112333,1.129888
4.036761,-1.987734
3.627473,-3.923943
-0.224896,-2.772168
-1.779953,-0.058874
-1.453685,2.963703
1.527004,1.872312
-1.197029,1.063032
1.447459,-1.599415
-1.735876,1.351525
1.683346,-1.499362
-1.701877,1.592762
1.866853,-1.541078
0.971919,-0.610893
-0.432405,-2.711095
-0.762995,0.432216
-2.854081,3.253365
-2.975338,3.341861
-5.030205,4.532680
-2.612420,4.171322
-0.753901,3.713640
-2.215008,3.637188
0.625556,1.831570
-1.690480,1.783954
0.475195,-0.525032
-1.837534,2.024706
4.883382,-0.856773
0.166241,0.231635
0.532525,-2.709620
-1.525454,0.279819
-4.985610,1.658940
-0.327744,3.980972
1.403758,0.869143
-1.710125,-0.227868
0.747667,-0.806258
-1.008312,1.621126
-2.149161,0.933320
-1.265904,4.539505
3.709718,1.684395
0.934846,-1.359099
2.632136,-4.578707
3.558075,-3.697234
-0.769276,-2.544061
1.790258,-1.326599
0.947284,-0.812255
-0.047143,-2.699574
3.224898,-1.784637
1.679345,-2.116596
0.495812,-3.261212
-1.080908,-1.065885
-3.616869,2.087088
-0.532407,3.284072
1.538048,1.216460
0.153447,-1.185101
0.157190,-2.043078
2.126192,-1.232931
0.698394,-2.398849
1.510860,-3.086028
-1.248007,-1.058318
-0.842747,0.740630
1.192058,1.999392
-2.779975,0.439446
-5.269337,1.104596
-1.613869,4.099304
0.183860,2.779672
4.742028,-0.241923
-0.017471,-2.502546
4.244310,-2.520023
-1.368461,-0.023523
-0.826066,0.249007
-1.715366,4.200609
1.941797,1.270422
-2.128417,0.604225
3.001500,-1.274232
-0.941414,1.275532
3.099052,-1.857335
0.179909,-0.111079
-3.719083,-1.115969
-2.817207,2.422498
0.230867,3.247351
-0.961321,1.704831
2.473478,-0.535034
-4.030870,0.775758
1.127040,-1.114104
-0.087040,0.728638
0.920896,-2.141975
0.565308,-1.115848
2.120064,-3.271389
1.094112,-2.908711
0.440233,-2.752746
-3.819402,-0.537789
2.234378,0.247949
-3.215863,1.094441
-2.887400,0.309145
-0.629102,4.542489
1.532865,1.117169
0.349729,-1.417778
2.633699,-3.245221
1.917171,-2.676028
1.295381,-3.177009
0.184971,-2.850635
-0.822548,-0.585514
0.693259,0.545389
-0.697959,0.573321
-0.400804,0.219249
0.786522,1.191005
-3.705295,0.111575
1.993839,-0.193291
-0.962094,1.079563
-0.590912,-0.176834
-0.618087,2.866989
-0.766014,1.842234
2.047673,0.728637
2.720959,-2.049332
-1.411665,-2.116881
-1.218736,0.933647
-0.224019,3.027708
1.811701,0.239484
-1.185802,-1.053069
4.288329,-0.941656
1.497139,-0.840200
-3.308184,-2.616508
-1.955822,1.746042
-0.694735,4.211047
-0.215468,1.748314
-0.805252,1.447899
-2.131234,1.807163
1.757046,1.697011
0.921102,-1.380053
-2.157244,-2.314759
1.289481,0.509550
1.210797,-0.282943
0.110146,-3.321067
-0.011011,-0.949643
-0.198969,0.478580
-0.451156,0.804916
-2.052009,1.489508
-1.464705,2.819948
-2.810906,3.160286
-2.238953,3.038401
0.372313,2.474989
-0.629127,0.675145
-0.177535,0.043388
-0.321838,1.443731
-3.872555,1.051553
5.503511,0.881087
2.584808,-1.392551
-0.467790,-2.876185
-0.386279,0.384661
-0.208038,1.950129
-1.629852,0.968607
-0.217152,1.465952
-3.138286,2.413150
0.424228,1.399147
